1,21,219.047619,34.536594,10,252.2,40.773525,31,258.387097,30.522422,25,150.72,22.186958,13,217.769231,38.50513,19,190.894737,40.095392,14,224.857143,34.77042,24,193.583333,27.874883,39,225.384615,28.90901,35,207.714286,34.878461,11,220.818182,39.228611,24,246.041667,31.087226,16,196.1875,42.05702,18,170.222222,29.579151,8,210.875,28.687912,31,213.548387,37.06101,32,232.53125,28.955333,23,184,43.590658,5,214.6,3.663885,18,130.611111,21.337634
1,17,97.235294,14.060035,6,160.5,2.906514,8,111.25,15.376586,4,72,11.86802,5,110,21.476142,9,128.777778,5.778655,7,135.857143,14.486481,12,75.25,17.176925,10,101.8,19.045482,24,100.916667,14.636175,8,101.75,13.816942,15,89.666667,12.148675,6,110.666667,31.540891,6,111.5,21.926819,4,68.75,2.112627,24,93.708333,17.852572,16,85,12.029188,8,87,12.898477,2,69,0.614213,6,82.666667,18.461365
1,20,193.15,30.548134,8,225.125,42.442293,25,215.32,26.820622,33,184.242424,35.392919,11,216.636364,29.17535,25,237.24,40.165851,13,220.461538,23.862362,24,207.291667,33.463865,25,185.28,29.16068,40,218.65,37.3084,10,227.8,39.085894,27,217.185185,28.072113,20,209.6,46.415314,14,210.714286,33.704082,18,241.055556,24.282735,33,221.727273,33.475227,16,205.6875,32.983007,29,166.689655,35.820107,3,231.666667,4.351583,20,174.25,37.110356
1,14,86.714286,13.783896,6,162.5,3.009488,14,100.785714,12.423747,9,82.444444,15.410463,5,70.6,17.133861,11,129.181818,5.414778,10,112.8,16.77604,11,82,17.661566,4,112.75,16.842512,19,90.631579,13.510271,7,138.428571,3.33926,21,104.761905,15.375721,5,118,27.877228,10,146.1,15.137079,9,80,15.162816,11,115.636364,18.075853,8,85.25,14.606126,17,74.176471,12.934907,3,57.333333,1.987899,8,107.125,24.220838
1,31,268.225806,43.05781,19,338.421053,37.046768,34,290.147059,37.844791,34,200.117647,30.55026,7,193.714286,49.706958,29,257.517241,45.842721,17,210.352941,28.088405,34,224.352941,31.035722,28,212.607143,30.546725,33,216.30303,40.070157,12,226.333333,29.160868,22,270.590909,37.645029,21,256.285714,55.579708,16,201.625,50.063642,20,279.85,43.229494,37,240.756757,31.663421,23,255.478261,34.235612,29,187.724138,31.648535,5,256.2,9.462547,28,215.857143,40.584807
1,34,240.294118,42.155947,23,348.26087,34.06417,31,262.709677,43.919381,33,204.212121,37.218656,16,197.125,44.778092,27,283.703704,44.795496,17,245.588235,29.228446,25,221.36,36.32198,22,208.818182,34.168871,35,206.171429,39.669939,16,258,31.777083,29,255.172414,34.731475,23,251.869565,47.198244,17,240.529412,41.576745,22,278.818182,34.242545,34,223.029412,33.262192,24,268.333333,27.320428,32,206.09375,35.724266,3,231.666667,3.753241,17,187.470588,34.440715
1,32,247.21875,44.59415,23,368.782609,38.403953,34,280.323529,38.197172,35,219.485714,33.622899,10,310.3,40.987743,36,297.555556,44.694218,19,261.421053,29.032687,31,235.806452,40.306282,28,200.107143,32.944461,33,229.969697,45.41344,13,262.307692,33.553202,25,253.16,41.316227,29,236.724138,48.803537,20,245.5,45.088218,17,322.529412,42.155648,32,268.03125,34.660332,26,265.269231,35.745096,31,194.548387,34.11828,6,264.666667,10.729153,25,191.4,32.007129
1,29,258.310345,30.916669,20,349.9,35.906862,30,266.6,38.750553,32,223.6875,45.944514,11,160.818182,39.060662,28,250.035714,48.873118,21,256.047619,26.389913,26,240.346154,27.062433,26,218.730769,55.435465,34,223.176471,37.009463,15,320.466667,33.674998,34,273.058824,37.462722,27,267,57.754236,18,223.833333,42.160875,13,297.846154,23.785689,34,238.5,35.445017,35,243.514286,31.871067,34,190.5,37.715915,6,291.166667,19.358581,21,232.952381,42.036143
1,30,256.366667,43.564529,22,356.5,34.858706,33,267.333333,42.693046,31,206.677419,38.446466,12,247.916667,42.324194,27,265.185185,52.507352,12,197.666667,21.484619,25,208.96,30.79198,28,233.821429,34.782623,40,229.975,35.988687,10,223,27.320248,28,268.821429,28.481413,25,263.32,46.885574,23,243.652174,36.734569,23,297.521739,42.766236,30,216.4,37.138099,25,264.44,33.407782,34,196.529412,34.321978,3,231.666667,3.722222,23,167.956522,30.656033
1,27,272.111111,41.066227,22,355.590909,34.724009,35,276.685714,35.100949,34,212.382353,33.56595,13,237.538462,40.195769,30,264.233333,45.129839,19,246.473684,28.128445,22,195.090909,36.10689,21,176.380952,33.3843,38,236.631579,35.877021,9,205.888889,29.351481,27,253.481481,37.116842,25,243.28,52.383026,24,234.458333,42.654586,20,320.25,31.004322,31,236,36.420223,31,270.096774,33.792874,33,179.363636,30.712569,4,230.5,2.826605,18,154.666667,27.993559
1,28,254.535714,42.961136,24,363,32.88832,29,278.448276,42.463763,39,201.717949,27.172126,13,249.538462,40.195654,32,272.40625,47.598727,15,227.933333,24.215428,26,205.5,26.002089,27,223.481481,37.867239,33,212.969697,39.344819,10,213.7,27.289365,26,272.923077,39.128929,22,249.090909,51.494767,16,239,54.76793,22,291.590909,26.397105,36,243.472222,34.161485,31,282.451613,37.57322,29,176.448276,35.422638,4,291.75,24.228868,26,192.038462,35.270252
1,39,310.461538,51.280938,38,428.105263,29.694006,38,347.236842,50.921525,42,271.166667,48.52671,16,331.0625,55.516186,42,342.547619,50.494673,17,312.411765,55.545342,35,252.971429,29.652097,36,289.388889,57.864254,38,237.184211,36.834189,12,299.416667,43.552381,38,316.131579,43.704375,26,298,55.639249,23,283,50.15612,20,324.8,37.547789,38,298.263158,42.819583,29,280.517241,49.468831,39,259.461538,57.577291,4,285,15.493399,36,294.277778,60.830272
1,32,292.5625,52.120383,39,426.435897,28.993509,36,320,46.579144,45,302.044444,50.391764,15,293.333333,48.188561,45,351.066667,54.230922,24,324.791667,39.282238,29,250.103448,33.452385,40,308.625,60.366368,38,237.815789,39.678417,15,316.2,45.855126,40,324.025,49.566351,32,302.9375,56.048047,20,270.65,53.609881,14,259.428571,40.169488,40,310.3,46.340262,27,274.222222,40.064521,38,264.763158,56.765094,5,318.2,22.973377,36,297.527778,59.243578
1,32,305.625,45.467933,34,422.176471,31.149139,34,321.294118,50.58313,45,239.2,39.283987,18,282.222222,41.51931,39,333.974359,59.189907,15,229.533333,37.85472,39,259.333333,38.237673,33,305.727273,44.454318,38,284.947368,48.912483,10,363.1,74.034553,34,292.117647,41.981725,35,312.657143,57.393586,26,286.076923,61.162398,24,317.208333,29.979058,35,295.342857,44.083733,38,320.763158,46.904361,34,249.382353,56.064876,3,239,3.171445,27,238.555556,43.560219
1,34,317.617647,53.164785,40,439.575,29.576674,28,289.071429,42.343998,46,237.782609,34.388871,16,299.1875,49.823116,42,333.071429,55.006755,17,250.529412,39.874262,25,224.52,37.560081,42,371.761905,52.910533,40,281.575,46.54761,14,336.214286,49.029833,37,332.054054,47.430697,30,324.3,67.551084,28,269.678571,51.429868,26,368.807692,36.949478,41,288.341463,41.099092,34,288.970588,36.396937,37,257.756757,58.843244,5,355,35.037767,27,221.666667,40.159217
1,37,301.972973,45.09294,39,424.410256,30.607748,40,330.05,50.004564,37,257.27027,41.142335,19,364.368421,52.594352,42,346.02381,53.859822,13,250.153846,23.456606,37,286.297297,41.742239,28,235.892857,45.512974,43,257.302326,44.627758,10,248.9,43.116623,40,333.65,45.510077,30,306.733333,53.488954,27,343.259259,60.732716,29,358.965517,42.905719,38,309.263158,57.008731,35,312.371429,50.756195,38,269.526316,57.734158,4,270.75,8.910583,27,224.074074,46.578325
1,35,322.914286,49.551426,38,441.894737,22.114131,36,328.5,52.340413,40,251.25,45.585207,15,325.733333,55.05746,44,353.522727,49.260071,13,272.307692,31.311285,33,266.272727,33.693159,38,289.526316,55.038511,47,261.021277,35.627348,15,254.266667,50.969365,42,341.52381,44.879347,33,312.515152,60.365813,30,327.9,62.234129,23,346.652174,35.284812,36,297.444444,56.530974,28,316.285714,50.138782,36,250.666667,58.489719,3,237,3.05303,31,272.516129,59.897557
1,23,211.173913,34.743606,10,252.3,41.447713,25,226.32,28.947293,29,158.931034,23.638549,11,200.909091,33.462709,25,207.96,33.434643,16,225.6875,24.884039,20,193.2,26.274355,19,191.473684,32.520776,40,224.35,38.52087,9,211.333333,37.326845,26,236.153846,32.012295,20,191.15,46.048729,21,217.238095,31.843565,14,206.571429,23.784398,27,222.555556,39.313568,22,231.727273,33.111962,31,179.774194,37.517575,4,229.5,3.321776,19,137.157895,21.244785
1,27,218.037037,26.83364,20,348.3,36.356925,34,277.029412,36.095802,28,174.785714,24.996318,9,201.666667,39.37006,31,250.258065,44.341202,15,237.933333,24.456755,23,230.521739,27.750022,22,196.090909,49.200439,39,228.358974,33.204108,10,253.9,38.56295,34,257.029412,35.154502,23,235.782609,50.879199,22,238.090909,41.084806,22,302.454545,31.617293,27,249.962963,45.43987,29,231.724138,39.538436,37,220.756757,43.679001,4,233.5,2.856172,22,203.954545,40.524625
